datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
4/7/2025 4:00:00 AM,4/7/2025 12:00:00 AM,1,PJM-RTO,,,ZONE,,45.90,43.821569,-1.814792,-0.263639,True,1
4/7/2025 5:00:00 AM,4/7/2025 1:00:00 AM,1,PJM-RTO,,,ZONE,,40.84,40.180905,-0.575906,-0.083188,True,1
4/7/2025 6:00:00 AM,4/7/2025 2:00:00 AM,1,PJM-RTO,,,ZONE,,36.19,35.048476,-1.042303,-0.099221,True,1
4/7/2025 7:00:00 AM,4/7/2025 3:00:00 AM,1,PJM-RTO,,,ZONE,,35.79,34.206689,-1.488937,-0.094374,True,1
4/7/2025 8:00:00 AM,4/7/2025 4:00:00 AM,1,PJM-RTO,,,ZONE,,38.97,35.554418,-3.169092,-0.246489,True,1
4/7/2025 9:00:00 AM,4/7/2025 5:00:00 AM,1,PJM-RTO,,,ZONE,,47.30,45.118858,-2.000303,-0.180839,True,1
4/7/2025 10:00:00 AM,4/7/2025 6:00:00 AM,1,PJM-RTO,,,ZONE,,63.45,63.189823,-0.047923,-0.212254,True,1
4/7/2025 11:00:00 AM,4/7/2025 7:00:00 AM,1,PJM-RTO,,,ZONE,,73.09,75.809360,2.753375,-0.034015,True,1
4/7/2025 12:00:00 PM,4/7/2025 8:00:00 AM,1,PJM-RTO,,,ZONE,,72.14,72.410792,0.326090,-0.055298,True,1
4/7/2025 1:00:00 PM,4/7/2025 9:00:00 AM,1,PJM-RTO,,,ZONE,,70.36,73.052194,2.413533,0.278661,True,1
4/7/2025 2:00:00 PM,4/7/2025 10:00:00 AM,1,PJM-RTO,,,ZONE,,65.80,67.161550,1.377078,-0.015527,True,1
4/7/2025 3:00:00 PM,4/7/2025 11:00:00 AM,1,PJM-RTO,,,ZONE,,61.07,62.388157,1.267066,0.051090,True,1
4/7/2025 4:00:00 PM,4/7/2025 12:00:00 PM,1,PJM-RTO,,,ZONE,,55.90,55.321934,-0.500583,-0.077484,True,1
4/7/2025 5:00:00 PM,4/7/2025 1:00:00 PM,1,PJM-RTO,,,ZONE,,52.76,53.685855,0.992982,-0.067127,True,1
4/7/2025 6:00:00 PM,4/7/2025 2:00:00 PM,1,PJM-RTO,,,ZONE,,52.14,52.246238,0.172277,-0.066039,True,1
4/7/2025 7:00:00 PM,4/7/2025 3:00:00 PM,1,PJM-RTO,,,ZONE,,50.63,50.977670,0.385441,-0.037771,True,1
4/7/2025 8:00:00 PM,4/7/2025 4:00:00 PM,1,PJM-RTO,,,ZONE,,52.36,53.072354,0.690344,0.022010,True,1
4/7/2025 9:00:00 PM,4/7/2025 5:00:00 PM,1,PJM-RTO,,,ZONE,,52.60,52.923970,0.341384,-0.017414,True,1
4/7/2025 10:00:00 PM,4/7/2025 6:00:00 PM,1,PJM-RTO,,,ZONE,,59.69,59.459439,-0.160034,-0.070527,True,1
4/7/2025 11:00:00 PM,4/7/2025 7:00:00 PM,1,PJM-RTO,,,ZONE,,79.14,80.689435,1.393689,0.155746,True,1
4/8/2025 12:00:00 AM,4/7/2025 8:00:00 PM,1,PJM-RTO,,,ZONE,,94.96,96.747660,1.558205,0.229455,True,1
4/8/2025 1:00:00 AM,4/7/2025 9:00:00 PM,1,PJM-RTO,,,ZONE,,75.30,76.126574,0.820751,0.005823,True,1
4/8/2025 2:00:00 AM,4/7/2025 10:00:00 PM,1,PJM-RTO,,,ZONE,,65.87,66.090730,0.280590,-0.059860,True,1
4/8/2025 3:00:00 AM,4/7/2025 11:00:00 PM,1,PJM-RTO,,,ZONE,,58.75,57.583596,-1.058933,-0.107471,True,1
4/8/2025 4:00:00 AM,4/8/2025 12:00:00 AM,1,PJM-RTO,,,ZONE,,48.30,48.900998,0.502758,0.098241,True,1
4/8/2025 5:00:00 AM,4/8/2025 1:00:00 AM,1,PJM-RTO,,,ZONE,,45.69,46.402496,0.638374,0.074122,True,1
4/8/2025 6:00:00 AM,4/8/2025 2:00:00 AM,1,PJM-RTO,,,ZONE,,44.49,45.297246,0.753527,0.053719,True,1
4/8/2025 7:00:00 AM,4/8/2025 3:00:00 AM,1,PJM-RTO,,,ZONE,,46.12,46.532548,0.445088,-0.032540,True,1
4/8/2025 8:00:00 AM,4/8/2025 4:00:00 AM,1,PJM-RTO,,,ZONE,,48.29,48.516346,0.257995,-0.031649,True,1
4/8/2025 9:00:00 AM,4/8/2025 5:00:00 AM,1,PJM-RTO,,,ZONE,,62.02,63.652081,1.562128,0.069953,True,1
4/8/2025 10:00:00 AM,4/8/2025 6:00:00 AM,1,PJM-RTO,,,ZONE,,113.07,115.400706,2.025623,0.305084,True,1
4/8/2025 11:00:00 AM,4/8/2025 7:00:00 AM,1,PJM-RTO,,,ZONE,,117.55,123.678924,4.990274,1.138650,True,1
4/8/2025 12:00:00 PM,4/8/2025 8:00:00 AM,1,PJM-RTO,,,ZONE,,64.44,67.034613,2.245342,0.349271,True,1
4/8/2025 1:00:00 PM,4/8/2025 9:00:00 AM,1,PJM-RTO,,,ZONE,,50.05,51.873091,1.596523,0.226567,True,1
4/8/2025 2:00:00 PM,4/8/2025 10:00:00 AM,1,PJM-RTO,,,ZONE,,45.68,46.538758,0.688349,0.170409,True,1
4/8/2025 3:00:00 PM,4/8/2025 11:00:00 AM,1,PJM-RTO,,,ZONE,,42.67,43.625675,0.868744,0.086931,True,1
4/8/2025 4:00:00 PM,4/8/2025 12:00:00 PM,1,PJM-RTO,,,ZONE,,39.26,39.728419,0.289392,0.179026,True,1
4/8/2025 5:00:00 PM,4/8/2025 1:00:00 PM,1,PJM-RTO,,,ZONE,,37.60,37.861154,0.126427,0.134728,True,1
4/8/2025 6:00:00 PM,4/8/2025 2:00:00 PM,1,PJM-RTO,,,ZONE,,35.69,35.619481,-0.177898,0.107379,True,1
4/8/2025 7:00:00 PM,4/8/2025 3:00:00 PM,1,PJM-RTO,,,ZONE,,34.60,34.293468,-0.457719,0.151187,True,1
4/8/2025 8:00:00 PM,4/8/2025 4:00:00 PM,1,PJM-RTO,,,ZONE,,35.31,34.616586,-0.838245,0.144831,True,1
4/8/2025 9:00:00 PM,4/8/2025 5:00:00 PM,1,PJM-RTO,,,ZONE,,40.03,40.231873,0.086295,0.115578,True,1
4/8/2025 10:00:00 PM,4/8/2025 6:00:00 PM,1,PJM-RTO,,,ZONE,,55.20,56.138993,0.729266,0.209727,True,1
4/8/2025 11:00:00 PM,4/8/2025 7:00:00 PM,1,PJM-RTO,,,ZONE,,98.53,102.047064,2.723658,0.793407,True,1
4/9/2025 12:00:00 AM,4/8/2025 8:00:00 PM,1,PJM-RTO,,,ZONE,,120.74,125.473362,3.690101,1.043260,True,1
4/9/2025 1:00:00 AM,4/8/2025 9:00:00 PM,1,PJM-RTO,,,ZONE,,78.77,81.275004,2.254700,0.250304,True,1
4/9/2025 2:00:00 AM,4/8/2025 10:00:00 PM,1,PJM-RTO,,,ZONE,,73.23,74.165508,0.900793,0.034715,True,1
4/9/2025 3:00:00 AM,4/8/2025 11:00:00 PM,1,PJM-RTO,,,ZONE,,67.00,67.624792,0.529371,0.095421,True,1
4/9/2025 4:00:00 AM,4/9/2025 12:00:00 AM,1,PJM-RTO,,,ZONE,,60.17,62.433042,2.142632,0.120410,True,1
4/9/2025 5:00:00 AM,4/9/2025 1:00:00 AM,1,PJM-RTO,,,ZONE,,56.79,57.603808,0.723266,0.090542,True,1
4/9/2025 6:00:00 AM,4/9/2025 2:00:00 AM,1,PJM-RTO,,,ZONE,,55.59,56.057838,0.373852,0.093986,True,1
4/9/2025 7:00:00 AM,4/9/2025 3:00:00 AM,1,PJM-RTO,,,ZONE,,56.16,57.459298,1.102936,0.196362,True,1
4/9/2025 8:00:00 AM,4/9/2025 4:00:00 AM,1,PJM-RTO,,,ZONE,,56.80,58.723749,1.648330,0.275419,True,1
4/9/2025 9:00:00 AM,4/9/2025 5:00:00 AM,1,PJM-RTO,,,ZONE,,67.68,71.614747,3.475960,0.458787,True,1
4/9/2025 10:00:00 AM,4/9/2025 6:00:00 AM,1,PJM-RTO,,,ZONE,,135.18,145.988341,9.543718,1.264623,True,1
4/9/2025 11:00:00 AM,4/9/2025 7:00:00 AM,1,PJM-RTO,,,ZONE,,152.92,166.652978,12.069923,1.663055,True,1
4/9/2025 12:00:00 PM,4/9/2025 8:00:00 AM,1,PJM-RTO,,,ZONE,,64.04,66.555544,2.372258,0.143286,True,1
4/9/2025 1:00:00 PM,4/9/2025 9:00:00 AM,1,PJM-RTO,,,ZONE,,43.17,43.037600,-0.291875,0.159475,True,1
4/9/2025 2:00:00 PM,4/9/2025 10:00:00 AM,1,PJM-RTO,,,ZONE,,38.09,36.787693,-1.348906,0.046599,True,1
4/9/2025 3:00:00 PM,4/9/2025 11:00:00 AM,1,PJM-RTO,,,ZONE,,35.79,35.145261,-0.687965,0.043226,True,1
4/9/2025 4:00:00 PM,4/9/2025 12:00:00 PM,1,PJM-RTO,,,ZONE,,34.44,34.476638,0.002994,0.033643,True,1
4/9/2025 5:00:00 PM,4/9/2025 1:00:00 PM,1,PJM-RTO,,,ZONE,,34.06,33.558769,-0.490766,-0.010466,True,1
4/9/2025 6:00:00 PM,4/9/2025 2:00:00 PM,1,PJM-RTO,,,ZONE,,33.12,32.846710,-0.256694,-0.016596,True,1
4/9/2025 7:00:00 PM,4/9/2025 3:00:00 PM,1,PJM-RTO,,,ZONE,,32.84,32.647579,-0.224940,0.032519,True,1
4/9/2025 8:00:00 PM,4/9/2025 4:00:00 PM,1,PJM-RTO,,,ZONE,,34.42,34.226575,-0.202914,0.009489,True,1
4/9/2025 9:00:00 PM,4/9/2025 5:00:00 PM,1,PJM-RTO,,,ZONE,,43.26,43.342345,-0.003347,0.085693,True,1
4/9/2025 10:00:00 PM,4/9/2025 6:00:00 PM,1,PJM-RTO,,,ZONE,,60.01,61.195687,1.104613,0.081073,True,1
4/9/2025 11:00:00 PM,4/9/2025 7:00:00 PM,1,PJM-RTO,,,ZONE,,73.31,75.719641,2.033246,0.376396,True,1
4/10/2025 12:00:00 AM,4/9/2025 8:00:00 PM,1,PJM-RTO,,,ZONE,,72.23,75.168120,2.457611,0.480509,True,1
4/10/2025 1:00:00 AM,4/9/2025 9:00:00 PM,1,PJM-RTO,,,ZONE,,60.13,62.395554,1.834286,0.431269,True,1
4/10/2025 2:00:00 AM,4/9/2025 10:00:00 PM,1,PJM-RTO,,,ZONE,,54.66,55.854298,0.959260,0.235038,True,1
4/10/2025 3:00:00 AM,4/9/2025 11:00:00 PM,1,PJM-RTO,,,ZONE,,45.44,45.852852,0.308855,0.103997,True,1
4/10/2025 4:00:00 AM,4/10/2025 12:00:00 AM,1,PJM-RTO,,,ZONE,,52.54,53.024979,0.458919,0.026060,True,1
4/10/2025 5:00:00 AM,4/10/2025 1:00:00 AM,1,PJM-RTO,,,ZONE,,44.86,45.506866,0.541517,0.105349,True,1
4/10/2025 6:00:00 AM,4/10/2025 2:00:00 AM,1,PJM-RTO,,,ZONE,,40.64,41.596702,0.829286,0.127416,True,1
4/10/2025 7:00:00 AM,4/10/2025 3:00:00 AM,1,PJM-RTO,,,ZONE,,40.13,41.055832,0.815614,0.110218,True,1
4/10/2025 8:00:00 AM,4/10/2025 4:00:00 AM,1,PJM-RTO,,,ZONE,,38.87,40.049647,1.055567,0.124080,True,1
4/10/2025 9:00:00 AM,4/10/2025 5:00:00 AM,1,PJM-RTO,,,ZONE,,42.93,44.834421,1.847614,0.056806,True,1
4/10/2025 10:00:00 AM,4/10/2025 6:00:00 AM,1,PJM-RTO,,,ZONE,,63.25,67.207251,3.703678,0.253574,True,1
4/10/2025 11:00:00 AM,4/10/2025 7:00:00 AM,1,PJM-RTO,,,ZONE,,88.73,93.419557,4.184388,0.505169,True,1
4/10/2025 12:00:00 PM,4/10/2025 8:00:00 AM,1,PJM-RTO,,,ZONE,,59.80,61.547995,1.587212,0.160784,True,1
4/10/2025 1:00:00 PM,4/10/2025 9:00:00 AM,1,PJM-RTO,,,ZONE,,61.54,61.893943,0.583934,-0.229991,True,1
4/10/2025 2:00:00 PM,4/10/2025 10:00:00 AM,1,PJM-RTO,,,ZONE,,53.04,53.241422,0.345301,-0.143880,True,1
4/10/2025 3:00:00 PM,4/10/2025 11:00:00 AM,1,PJM-RTO,,,ZONE,,51.37,51.815671,0.475138,-0.029467,True,1
4/10/2025 4:00:00 PM,4/10/2025 12:00:00 PM,1,PJM-RTO,,,ZONE,,51.92,52.946899,1.039756,-0.012857,True,1
4/10/2025 5:00:00 PM,4/10/2025 1:00:00 PM,1,PJM-RTO,,,ZONE,,48.72,49.845938,1.137049,-0.011111,True,1
4/10/2025 6:00:00 PM,4/10/2025 2:00:00 PM,1,PJM-RTO,,,ZONE,,46.64,47.608919,1.024566,-0.055648,True,1
4/10/2025 7:00:00 PM,4/10/2025 3:00:00 PM,1,PJM-RTO,,,ZONE,,46.85,48.173871,1.357372,-0.033501,True,1
4/10/2025 8:00:00 PM,4/10/2025 4:00:00 PM,1,PJM-RTO,,,ZONE,,45.50,46.766626,1.207453,0.059173,True,1
4/10/2025 9:00:00 PM,4/10/2025 5:00:00 PM,1,PJM-RTO,,,ZONE,,43.42,45.091977,1.620016,0.051961,True,1
4/10/2025 10:00:00 PM,4/10/2025 6:00:00 PM,1,PJM-RTO,,,ZONE,,43.82,45.867227,1.973456,0.073771,True,1
4/10/2025 11:00:00 PM,4/10/2025 7:00:00 PM,1,PJM-RTO,,,ZONE,,58.21,60.071311,1.639987,0.221323,True,1
4/11/2025 12:00:00 AM,4/10/2025 8:00:00 PM,1,PJM-RTO,,,ZONE,,58.64,61.077743,2.034932,0.402812,True,1
4/11/2025 1:00:00 AM,4/10/2025 9:00:00 PM,1,PJM-RTO,,,ZONE,,52.44,54.669313,1.981542,0.247771,True,1
4/11/2025 2:00:00 AM,4/10/2025 10:00:00 PM,1,PJM-RTO,,,ZONE,,46.63,48.147403,1.457666,0.059737,True,1
4/11/2025 3:00:00 AM,4/10/2025 11:00:00 PM,1,PJM-RTO,,,ZONE,,42.01,41.263882,-0.699070,-0.047048,True,1
4/11/2025 4:00:00 AM,4/11/2025 12:00:00 AM,1,PJM-RTO,,,ZONE,,41.13,40.646501,-0.453482,-0.030017,True,1
4/11/2025 5:00:00 AM,4/11/2025 1:00:00 AM,1,PJM-RTO,,,ZONE,,41.18,39.642312,-1.313889,-0.223799,True,1
4/11/2025 6:00:00 AM,4/11/2025 2:00:00 AM,1,PJM-RTO,,,ZONE,,37.10,36.066362,-0.900208,-0.133430,True,1
4/11/2025 7:00:00 AM,4/11/2025 3:00:00 AM,1,PJM-RTO,,,ZONE,,36.89,36.349148,-0.457356,-0.083496,True,1
4/11/2025 8:00:00 AM,4/11/2025 4:00:00 AM,1,PJM-RTO,,,ZONE,,38.52,37.863906,-0.587181,-0.068913,True,1
4/11/2025 9:00:00 AM,4/11/2025 5:00:00 AM,1,PJM-RTO,,,ZONE,,40.03,40.347577,0.377856,-0.060280,True,1
4/11/2025 10:00:00 AM,4/11/2025 6:00:00 AM,1,PJM-RTO,,,ZONE,,50.62,51.031713,0.446194,-0.034480,True,1
4/11/2025 11:00:00 AM,4/11/2025 7:00:00 AM,1,PJM-RTO,,,ZONE,,63.05,63.936131,0.752720,0.133412,True,1
4/11/2025 12:00:00 PM,4/11/2025 8:00:00 AM,1,PJM-RTO,,,ZONE,,77.19,77.249622,-0.030501,0.090124,True,1
4/11/2025 1:00:00 PM,4/11/2025 9:00:00 AM,1,PJM-RTO,,,ZONE,,72.71,73.541289,0.445107,0.386182,True,1
4/11/2025 2:00:00 PM,4/11/2025 10:00:00 AM,1,PJM-RTO,,,ZONE,,64.27,64.907209,0.532996,0.104213,True,1
4/11/2025 3:00:00 PM,4/11/2025 11:00:00 AM,1,PJM-RTO,,,ZONE,,61.48,62.328223,0.689395,0.158828,True,1
4/11/2025 4:00:00 PM,4/11/2025 12:00:00 PM,1,PJM-RTO,,,ZONE,,58.86,59.539908,0.477030,0.202878,True,1
4/11/2025 5:00:00 PM,4/11/2025 1:00:00 PM,1,PJM-RTO,,,ZONE,,57.03,57.977126,0.811419,0.135708,True,1
4/11/2025 6:00:00 PM,4/11/2025 2:00:00 PM,1,PJM-RTO,,,ZONE,,53.19,54.087939,0.745156,0.152784,True,1
4/11/2025 7:00:00 PM,4/11/2025 3:00:00 PM,1,PJM-RTO,,,ZONE,,49.93,50.937090,0.762361,0.244729,True,1
4/11/2025 8:00:00 PM,4/11/2025 4:00:00 PM,1,PJM-RTO,,,ZONE,,46.88,47.870654,0.643585,0.347069,True,1
4/11/2025 9:00:00 PM,4/11/2025 5:00:00 PM,1,PJM-RTO,,,ZONE,,45.27,46.275925,0.752200,0.253726,True,1
4/11/2025 10:00:00 PM,4/11/2025 6:00:00 PM,1,PJM-RTO,,,ZONE,,42.83,43.716646,0.714578,0.172068,True,1
4/11/2025 11:00:00 PM,4/11/2025 7:00:00 PM,1,PJM-RTO,,,ZONE,,53.50,54.454416,0.727882,0.226534,True,1
4/12/2025 12:00:00 AM,4/11/2025 8:00:00 PM,1,PJM-RTO,,,ZONE,,59.38,60.273182,0.667426,0.225757,True,1
4/12/2025 1:00:00 AM,4/11/2025 9:00:00 PM,1,PJM-RTO,,,ZONE,,60.10,60.609007,0.438597,0.070409,True,1
4/12/2025 2:00:00 AM,4/11/2025 10:00:00 PM,1,PJM-RTO,,,ZONE,,55.67,56.319189,0.467532,0.181657,True,1
4/12/2025 3:00:00 AM,4/11/2025 11:00:00 PM,1,PJM-RTO,,,ZONE,,49.12,49.310991,0.154001,0.036990,True,1
4/12/2025 4:00:00 AM,4/12/2025 12:00:00 AM,1,PJM-RTO,,,ZONE,,66.91,69.240520,2.212111,0.118409,True,1
4/12/2025 5:00:00 AM,4/12/2025 1:00:00 AM,1,PJM-RTO,,,ZONE,,60.18,61.525752,1.296337,0.049415,True,1
4/12/2025 6:00:00 AM,4/12/2025 2:00:00 AM,1,PJM-RTO,,,ZONE,,52.98,52.761259,-0.166087,-0.052654,True,1
4/12/2025 7:00:00 AM,4/12/2025 3:00:00 AM,1,PJM-RTO,,,ZONE,,53.31,56.074730,2.677293,0.087436,True,1
4/12/2025 8:00:00 AM,4/12/2025 4:00:00 AM,1,PJM-RTO,,,ZONE,,53.32,56.069018,2.709002,0.040015,True,1
4/12/2025 9:00:00 AM,4/12/2025 5:00:00 AM,1,PJM-RTO,,,ZONE,,57.57,59.692079,2.103934,0.018145,True,1
4/12/2025 10:00:00 AM,4/12/2025 6:00:00 AM,1,PJM-RTO,,,ZONE,,59.95,61.871411,1.885735,0.035675,True,1
4/12/2025 11:00:00 AM,4/12/2025 7:00:00 AM,1,PJM-RTO,,,ZONE,,65.25,69.998511,4.552366,0.196145,True,1
4/12/2025 12:00:00 PM,4/12/2025 8:00:00 AM,1,PJM-RTO,,,ZONE,,59.65,59.632846,-0.053678,0.036524,True,1
4/12/2025 1:00:00 PM,4/12/2025 9:00:00 AM,1,PJM-RTO,,,ZONE,,55.06,55.889930,0.650523,0.179407,True,1
4/12/2025 2:00:00 PM,4/12/2025 10:00:00 AM,1,PJM-RTO,,,ZONE,,55.07,55.232326,-0.026567,0.188893,True,1
4/12/2025 3:00:00 PM,4/12/2025 11:00:00 AM,1,PJM-RTO,,,ZONE,,52.15,53.496906,1.106217,0.240689,True,1
4/12/2025 4:00:00 PM,4/12/2025 12:00:00 PM,1,PJM-RTO,,,ZONE,,49.40,50.644789,1.013519,0.231270,True,1
4/12/2025 5:00:00 PM,4/12/2025 1:00:00 PM,1,PJM-RTO,,,ZONE,,43.70,44.696397,0.776658,0.219738,True,1
4/12/2025 6:00:00 PM,4/12/2025 2:00:00 PM,1,PJM-RTO,,,ZONE,,35.69,36.850219,1.044440,0.115779,True,1
4/12/2025 7:00:00 PM,4/12/2025 3:00:00 PM,1,PJM-RTO,,,ZONE,,34.90,36.177223,1.125918,0.151305,True,1
4/12/2025 8:00:00 PM,4/12/2025 4:00:00 PM,1,PJM-RTO,,,ZONE,,38.76,39.420406,0.523652,0.136754,True,1
4/12/2025 9:00:00 PM,4/12/2025 5:00:00 PM,1,PJM-RTO,,,ZONE,,44.71,44.453278,-0.315550,0.058828,True,1
4/12/2025 10:00:00 PM,4/12/2025 6:00:00 PM,1,PJM-RTO,,,ZONE,,46.81,49.705627,2.751958,0.143669,True,1
4/12/2025 11:00:00 PM,4/12/2025 7:00:00 PM,1,PJM-RTO,,,ZONE,,68.70,72.082007,3.094697,0.287310,True,1
4/13/2025 12:00:00 AM,4/12/2025 8:00:00 PM,1,PJM-RTO,,,ZONE,,71.70,74.708262,2.779323,0.228939,True,1
4/13/2025 1:00:00 AM,4/12/2025 9:00:00 PM,1,PJM-RTO,,,ZONE,,56.15,57.945443,1.628918,0.166526,True,1
4/13/2025 2:00:00 AM,4/12/2025 10:00:00 PM,1,PJM-RTO,,,ZONE,,51.74,53.259341,1.398054,0.121287,True,1
4/13/2025 3:00:00 AM,4/12/2025 11:00:00 PM,1,PJM-RTO,,,ZONE,,50.65,50.852741,0.132058,0.070683,True,1
4/13/2025 4:00:00 AM,4/13/2025 12:00:00 AM,1,PJM-RTO,,,ZONE,,58.55,61.521585,3.257314,-0.285729,True,1
4/13/2025 5:00:00 AM,4/13/2025 1:00:00 AM,1,PJM-RTO,,,ZONE,,42.28,44.033375,1.759047,-0.005671,True,1
4/13/2025 6:00:00 AM,4/13/2025 2:00:00 AM,1,PJM-RTO,,,ZONE,,36.92,35.028002,-1.820082,-0.071916,True,1
4/13/2025 7:00:00 AM,4/13/2025 3:00:00 AM,1,PJM-RTO,,,ZONE,,37.44,34.611806,-2.752159,-0.076035,True,1
4/13/2025 8:00:00 AM,4/13/2025 4:00:00 AM,1,PJM-RTO,,,ZONE,,37.03,35.527041,-1.431152,-0.071807,True,1
4/13/2025 9:00:00 AM,4/13/2025 5:00:00 AM,1,PJM-RTO,,,ZONE,,39.89,36.910759,-2.784059,-0.195182,True,1
4/13/2025 10:00:00 AM,4/13/2025 6:00:00 AM,1,PJM-RTO,,,ZONE,,44.76,43.259837,-1.292908,-0.207255,True,1
4/13/2025 11:00:00 AM,4/13/2025 7:00:00 AM,1,PJM-RTO,,,ZONE,,41.26,44.689595,3.480680,-0.051085,True,1
4/13/2025 12:00:00 PM,4/13/2025 8:00:00 AM,1,PJM-RTO,,,ZONE,,32.52,35.945312,3.433344,-0.008033,True,1
4/13/2025 1:00:00 PM,4/13/2025 9:00:00 AM,1,PJM-RTO,,,ZONE,,29.87,32.701361,2.826948,0.004413,True,1
4/13/2025 2:00:00 PM,4/13/2025 10:00:00 AM,1,PJM-RTO,,,ZONE,,28.47,30.940970,2.420164,0.050806,True,1
4/13/2025 3:00:00 PM,4/13/2025 11:00:00 AM,1,PJM-RTO,,,ZONE,,28.05,29.925263,1.848287,0.026976,True,1
4/13/2025 4:00:00 PM,4/13/2025 12:00:00 PM,1,PJM-RTO,,,ZONE,,27.35,28.962913,1.601947,0.010966,True,1
4/13/2025 5:00:00 PM,4/13/2025 1:00:00 PM,1,PJM-RTO,,,ZONE,,26.68,28.945663,2.254022,0.011641,True,1
4/13/2025 6:00:00 PM,4/13/2025 2:00:00 PM,1,PJM-RTO,,,ZONE,,26.14,28.517494,2.337568,0.039926,True,1
4/13/2025 7:00:00 PM,4/13/2025 3:00:00 PM,1,PJM-RTO,,,ZONE,,26.04,28.346869,2.262200,0.044669,True,1
4/13/2025 8:00:00 PM,4/13/2025 4:00:00 PM,1,PJM-RTO,,,ZONE,,27.81,31.006267,3.146716,0.049551,True,1
4/13/2025 9:00:00 PM,4/13/2025 5:00:00 PM,1,PJM-RTO,,,ZONE,,30.93,34.274304,3.281965,0.062339,True,1
4/13/2025 10:00:00 PM,4/13/2025 6:00:00 PM,1,PJM-RTO,,,ZONE,,38.38,42.082769,3.574214,0.128556,True,1
4/13/2025 11:00:00 PM,4/13/2025 7:00:00 PM,1,PJM-RTO,,,ZONE,,57.44,60.963735,3.421461,0.102273,True,1
4/14/2025 12:00:00 AM,4/13/2025 8:00:00 PM,1,PJM-RTO,,,ZONE,,60.98,64.097981,2.919130,0.198852,True,1
4/14/2025 1:00:00 AM,4/13/2025 9:00:00 PM,1,PJM-RTO,,,ZONE,,47.64,51.452396,3.605152,0.207243,True,1
4/14/2025 2:00:00 AM,4/13/2025 10:00:00 PM,1,PJM-RTO,,,ZONE,,42.91,47.110153,3.932681,0.267471,True,1
4/14/2025 3:00:00 AM,4/13/2025 11:00:00 PM,1,PJM-RTO,,,ZONE,,39.77,43.921120,3.974985,0.176135,True,1
4/14/2025 4:00:00 AM,4/14/2025 12:00:00 AM,1,PJM-RTO,,,ZONE,,36.02,33.954129,-1.928166,-0.137704,True,1
4/14/2025 5:00:00 AM,4/14/2025 1:00:00 AM,1,PJM-RTO,,,ZONE,,34.94,35.680323,0.742431,-0.002108,True,1
4/14/2025 6:00:00 AM,4/14/2025 2:00:00 AM,1,PJM-RTO,,,ZONE,,31.32,31.325861,0.041883,-0.036023,True,1
4/14/2025 7:00:00 AM,4/14/2025 3:00:00 AM,1,PJM-RTO,,,ZONE,,30.84,30.951821,0.158502,-0.046680,True,1
4/14/2025 8:00:00 AM,4/14/2025 4:00:00 AM,1,PJM-RTO,,,ZONE,,33.74,33.779394,0.086554,-0.047159,True,1
4/14/2025 9:00:00 AM,4/14/2025 5:00:00 AM,1,PJM-RTO,,,ZONE,,43.59,43.388994,-0.092340,-0.108666,True,1
4/14/2025 10:00:00 AM,4/14/2025 6:00:00 AM,1,PJM-RTO,,,ZONE,,82.85,88.559237,5.413466,0.295772,True,1
4/14/2025 11:00:00 AM,4/14/2025 7:00:00 AM,1,PJM-RTO,,,ZONE,,85.91,83.905459,-1.626364,-0.378177,True,1
4/14/2025 12:00:00 PM,4/14/2025 8:00:00 AM,1,PJM-RTO,,,ZONE,,52.63,55.282703,2.483607,0.169096,True,1
4/14/2025 1:00:00 PM,4/14/2025 9:00:00 AM,1,PJM-RTO,,,ZONE,,46.37,48.014518,1.666243,-0.021724,True,1
4/14/2025 2:00:00 PM,4/14/2025 10:00:00 AM,1,PJM-RTO,,,ZONE,,45.07,45.897629,0.978284,-0.150655,True,1
4/14/2025 3:00:00 PM,4/14/2025 11:00:00 AM,1,PJM-RTO,,,ZONE,,42.24,44.978634,2.643102,0.095532,True,1
4/14/2025 4:00:00 PM,4/14/2025 12:00:00 PM,1,PJM-RTO,,,ZONE,,40.94,43.130556,2.108478,0.082078,True,1
4/14/2025 5:00:00 PM,4/14/2025 1:00:00 PM,1,PJM-RTO,,,ZONE,,40.92,42.508216,1.516308,0.071909,True,1
4/14/2025 6:00:00 PM,4/14/2025 2:00:00 PM,1,PJM-RTO,,,ZONE,,40.21,41.349179,1.084542,0.054636,True,1
4/14/2025 7:00:00 PM,4/14/2025 3:00:00 PM,1,PJM-RTO,,,ZONE,,40.29,40.922939,0.579716,0.053223,True,1
4/14/2025 8:00:00 PM,4/14/2025 4:00:00 PM,1,PJM-RTO,,,ZONE,,40.98,40.386063,-0.596186,0.002250,True,1
4/14/2025 9:00:00 PM,4/14/2025 5:00:00 PM,1,PJM-RTO,,,ZONE,,47.95,45.973220,-1.910584,-0.066197,True,1
4/14/2025 10:00:00 PM,4/14/2025 6:00:00 PM,1,PJM-RTO,,,ZONE,,57.82,56.165313,-1.678417,0.023729,True,1
4/14/2025 11:00:00 PM,4/14/2025 7:00:00 PM,1,PJM-RTO,,,ZONE,,84.86,83.501678,-1.627905,0.269584,True,1
4/15/2025 12:00:00 AM,4/14/2025 8:00:00 PM,1,PJM-RTO,,,ZONE,,96.61,92.782449,-3.966309,0.138758,True,1
